world_id,teaching_claim,domain,world_prerequisites,point_prerequisites,grounding_modes,provenance,status,frontier_lexeme_bundle_id,acquisition_lesson_id,required_established_lexeme_bundle_ids,frontier_lexemes
W-EAR-001,Weather is a state of atmospheric conditions that can be described and measured.,Earth science,"[""W-MATH-009""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""SCENE"",""SYMBOLIC""]","[""C068"",""C096""]",ACTIVE,LEX-W-EAR-001,L076,"[""LEX-W-MATH-009"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""weather"",""state"",""atmospheric"",""conditions"",""described"",""measured""]"
W-EAR-002,"Weather patterns and seasons concern recurrence over time, not guarantees about individual days.",Earth science,"[""W-EAR-001"",""W-TIME-003""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""COMPARISON"",""SEQUENCE""]","[""C097"",""C098""]",ACTIVE,LEX-W-EAR-002,L113,"[""LEX-W-EAR-001"",""LEX-W-TIME-003"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""weather"",""patterns"",""seasons"",""concern"",""recurrence"",""time"",""guarantees"",""about""]"
W-EAR-003,Water-cycle processes are distinct transformations/movements that can form a cycle.,Earth science,"[""W-MAT-003"",""W-MAT-004""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""DIAGRAM"",""SEQUENCE""]","[""C099""]",ACTIVE,LEX-W-EAR-003,L115,"[""LEX-W-MAT-003"",""LEX-W-MAT-004"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""water-cycle"",""processes"",""transformations"",""movements"",""form"",""cycle""]"
W-EAR-004,"Natural resources have sources and uses; waste, reuse, recycling, and conservation are distinct responses.",Earth/society,"[""W-MAT-001"",""W-TEC-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""SEQUENCE"",""DIAGRAM""]","[""C102"",""C103""]",ACTIVE,LEX-W-EAR-004,L117,"[""LEX-W-MAT-001"",""LEX-W-TEC-002"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""natural"",""resources"",""have"",""sources"",""uses"",""waste"",""reuse"",""recycling""]"
W-EAR-005,"Atmosphere, water, land, and living systems interact.",Earth systems,"[""W-EAR-003"",""W-EAR-004"",""W-BIO-012""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""DIAGRAM""]","[""C141""]",ACTIVE,LEX-W-EAR-005,L259,"[""LEX-W-EAR-003"",""LEX-W-EAR-004"",""LEX-W-BIO-012"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""atmosphere"",""water"",""land"",""living"",""systems"",""interact""]"
W-ECO-001,Price and money quantify exchange value in a transaction.,economics/math,"[""W-MATH-001"",""W-OBJ-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""SCENE"",""SYMBOLIC""]","[""C074""]",ACTIVE,LEX-W-ECO-001,L085,"[""LEX-W-MATH-001"",""LEX-W-OBJ-002"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""price"",""money"",""quantify"",""exchange"",""value"",""transaction""]"
W-ECO-002,Sufficiency: available quantity/resources may or may not meet a requirement.,economics/math,"[""W-MATH-002"",""W-PSY-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""COMPARISON""]","[""C075"",""C158"",""C159""]",ACTIVE,LEX-W-ECO-002,L087,"[""LEX-W-MATH-002"",""LEX-W-PSY-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""sufficiency"",""available"",""quantity"",""resources"",""meet"",""requirement""]"
W-ECO-003,Goods and services distinguish produced/provided things from activities.,economics,"[""W-TEC-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""COMPARISON""]","[""C153""]",ACTIVE,LEX-W-ECO-003,L145,"[""LEX-W-TEC-002"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""goods"",""services"",""distinguish"",""produced"",""provided"",""things"",""activities""]"
W-ECO-004,"Jobs connect roles, workplaces, employers/organizations, and activities.",economics,"[""W-SOC-010""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""SCENE""]","[""C154""]",ACTIVE,LEX-W-ECO-004,L146,"[""LEX-W-SOC-010"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""jobs"",""connect"",""roles"",""workplaces"",""employers"",""organizations"",""activities""]"
W-ECO-005,"Production can occur through farms, factories, workshops, and service systems.",economics,"[""W-ECO-003"",""W-ECO-004""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""SEQUENCE"",""DIAGRAM""]","[""C155""]",ACTIVE,LEX-W-ECO-005,L148,"[""LEX-W-ECO-003"",""LEX-W-ECO-004"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""production"",""occur"",""farms"",""factories"",""workshops"",""service"",""systems""]"
W-ECO-006,"Supply chains connect stages of production, movement, and provision.",economics/systems,"[""W-ECO-005"",""W-GEO-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""DIAGRAM""]","[""C156""]",ACTIVE,LEX-W-ECO-006,L149,"[""LEX-W-ECO-005"",""LEX-W-GEO-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""supply"",""chains"",""connect"",""stages"",""production"",""movement"",""provision""]"
W-ECO-007,"Buying/selling, saving/spending, scarcity, and trade are distinct exchange/resource relations.",economics,"[""W-ECO-001"",""W-ECO-002"",""W-ECO-003""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""SCENE"",""SYMBOLIC""]","[""C157"",""C158"",""C159"",""C160""]",ACTIVE,LEX-W-ECO-007,L150,"[""LEX-W-ECO-001"",""LEX-W-ECO-002"",""LEX-W-ECO-003"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""buying"",""selling"",""saving"",""spending"",""scarcity"",""trade"",""exchange"",""resource""]"
W-ENG-001,Machines/systems consist of interacting parts; part failure can affect system behavior.,engineering,"[""W-TEC-002"",""W-OBJ-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""DIAGRAM""]","[""C093""]",ACTIVE,LEX-W-ENG-001,L111,"[""LEX-W-TEC-002"",""LEX-W-OBJ-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""machines"",""systems"",""consist"",""interacting"",""parts"",""part"",""failure"",""affect""]"
W-ENG-002,Engineering proceeds through problem/requirement → proposed solution → test → observed result → revision.,engineering,"[""W-EVT-002"",""W-EPI-004""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""SEQUENCE"",""DIAGRAM""]","[""C094"",""C095""]",ACTIVE,LEX-W-ENG-002,L234,"[""LEX-W-EVT-002"",""LEX-W-EPI-004"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""engineering"",""proceeds"",""problem"",""requirement"",""proposed"",""solution"",""test"",""observed""]"
W-EPI-001,"Knowledge and ignorance. An agent may know something, not know it, or ask another agent who may know.",epistemic,"[""W-CHR-001""]","[""P-TNS-002"",""P-NEG-001"",""P-Q-006"",""P-ID-001""]","[""DIALOGUE"",""COMPARISON""]","[""C193"",""V2"",""SYN""]",ACTIVE,LEX-W-EPI-001,L180,"[""LEX-W-CHR-001"",""LEX-P-TNS-002"",""LEX-P-NEG-001"",""LEX-P-Q-006"",""LEX-P-ID-001""]","[""knowledge"",""ignorance""]"
W-EPI-002,Belief correction. An earlier belief or statement can be wrong and later corrected without changing the speaker's identity.,epistemic,"[""W-EPI-001""]","[""P-EPI-001"",""P-TNS-003"",""P-TIME-001"",""P-ID-001""]","[""SEQUENCE"",""DIALOGUE""]","[""C193"",""C239"",""SYN""]",ACTIVE,LEX-W-EPI-002,L218,"[""LEX-W-EPI-001"",""LEX-P-EPI-001"",""LEX-P-TNS-003"",""LEX-P-TIME-001"",""LEX-P-ID-001""]","[""belief"",""correction""]"
W-EPI-003,Source vs content. Who supplied a statement and what the statement says are different pieces of information.,provenance,"[""W-COM-001"",""W-EPI-001""]","[""P-EPI-001"",""P-COM-001"",""P-PRON-001"",""P-ID-001""]","[""DIALOGUE"",""DIAGRAM""]","[""C167"",""C183"",""C238"",""SYN""]",ACTIVE,LEX-W-EPI-003,L199,"[""LEX-W-COM-001"",""LEX-W-EPI-001"",""LEX-P-EPI-001"",""LEX-P-COM-001"",""LEX-P-PRON-001"",""LEX-P-ID-001""]","[""source"",""content""]"
W-EPI-004,Observation vs inference. What is directly observed is distinct from a conclusion drawn from observations plus prior knowledge.,epistemic/science,"[""W-EPI-001"",""W-EPI-002""]","[""P-EPI-001"",""P-EPI-002"",""P-TNS-003"",""P-ID-001""]","[""COMPARISON"",""DIALOGUE""]","[""C194"",""C195""]",ACTIVE,LEX-W-EPI-004,L224,"[""LEX-W-EPI-001"",""LEX-W-EPI-002"",""LEX-P-EPI-001"",""LEX-P-EPI-002"",""LEX-P-TNS-003"",""LEX-P-ID-001""]","[""observation"",""inference""]"
W-EPI-005,"Books, reports, news, and references are information sources with provenance.",epistemic/media,"[""W-EPI-003""]","[""P-COM-001"",""P-REP-001"",""P-TNS-002"",""P-ID-001""]","[""SYMBOLIC""]","[""C167""]",ACTIVE,LEX-W-EPI-005,L200,"[""LEX-W-EPI-003"",""LEX-P-COM-001"",""LEX-P-REP-001"",""LEX-P-TNS-002"",""LEX-P-ID-001""]","[""books"",""reports"",""news"",""references"",""information"",""sources"",""provenance""]"
W-EPI-006,"Fact, opinion, knowledge, belief, and preference are overlapping but nonidentical epistemic categories.",epistemic,"[""W-EPI-001"",""W-EPI-002"",""W-EPI-003"",""W-EPI-004""]","[""P-EPI-001"",""P-DISC-001"",""P-ID-001"",""P-DET-002""]","[""COMPARISON"",""ABSTRACT""]","[""C193""]",ACTIVE,LEX-W-EPI-006,L272,"[""LEX-W-EPI-001"",""LEX-W-EPI-002"",""LEX-W-EPI-003"",""LEX-W-EPI-004"",""LEX-P-EPI-001"",""LEX-P-DISC-001"",""LEX-P-ID-001"",""LEX-P-DET-002""]","[""fact"",""opinion"",""knowledge"",""belief"",""preference"",""overlapping"",""but"",""nonidentical""]"
W-EPI-007,Claims may be supported by evidence; evidence has sources and may support claims to differing degrees.,epistemic,"[""W-EPI-003"",""W-EPI-004"",""W-EPI-005""]","[""P-EPI-003"",""P-SRC-001"",""P-CAU-001"",""P-ID-001""]","[""DIAGRAM"",""DIALOGUE""]","[""C195"",""C238""]",ACTIVE,LEX-W-EPI-007,L276,"[""LEX-W-EPI-003"",""LEX-W-EPI-004"",""LEX-W-EPI-005"",""LEX-P-EPI-003"",""LEX-P-SRC-001"",""LEX-P-CAU-001"",""LEX-P-ID-001""]","[""claims"",""supported"",""evidence"",""has"",""sources"",""support""]"
W-EPI-008,Uncertainty admits degrees; prediction is not certainty.,epistemic,"[""W-EPI-001"",""W-DATA-002""]","[""P-MOD-004"",""P-GEN-001"",""P-ID-001"",""P-DET-002""]","[""COMPARISON"",""ABSTRACT""]","[""C196""]",ACTIVE,LEX-W-EPI-008,L278,"[""LEX-W-EPI-001"",""LEX-W-DATA-002"",""LEX-P-MOD-004"",""LEX-P-GEN-001"",""LEX-P-ID-001"",""LEX-P-DET-002""]","[""uncertainty"",""admits"",""degrees"",""prediction"",""certainty""]"
W-EPI-009,Definitions specify intended meanings; definitions and examples perform different functions.,epistemic/language,"[""W-REP-003""]","[""P-DEF-001"",""P-ID-001"",""P-DET-002"",""P-PRON-001""]","[""COMPARISON""]","[""C197""]",ACTIVE,LEX-W-EPI-009,L279,"[""LEX-W-REP-003"",""LEX-P-DEF-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""definitions"",""specify"",""intended"",""meanings"",""examples"",""perform"",""functions""]"
W-EPI-010,Classification organizes entities by shared criteria; category membership may be nested.,epistemic,"[""W-EPI-009"",""W-BIO-004""]","[""P-DEF-001"",""P-CLASS-001"",""P-ID-001"",""P-DET-002""]","[""DIAGRAM""]","[""C198""]",ACTIVE,LEX-W-EPI-010,L280,"[""LEX-W-EPI-009"",""LEX-W-BIO-004"",""LEX-P-DEF-001"",""LEX-P-CLASS-001"",""LEX-P-ID-001"",""LEX-P-DET-002""]","[""classification"",""organizes"",""entities"",""shared"",""criteria"",""category"",""membership"",""nested""]"
W-EPI-011,Similarity and difference depend on the property or criterion being compared.,epistemic,"[""W-OBJ-003"",""W-EPI-010""]","[""P-SIM-001"",""P-CMP-002"",""P-ID-001"",""P-DET-002""]","[""COMPARISON""]","[""C200""]",ACTIVE,LEX-W-EPI-011,L281,"[""LEX-W-OBJ-003"",""LEX-W-EPI-010"",""LEX-P-SIM-001"",""LEX-P-CMP-002"",""LEX-P-ID-001"",""LEX-P-DET-002""]","[""similarity"",""difference"",""depend"",""property"",""criterion"",""being"",""compared""]"
W-EPI-012,Memory is stored/retrieved information about prior experience and can differ from current observation.,epistemic,"[""W-EPI-001"",""W-EPI-002"",""W-EPI-003"",""W-EPI-004"",""W-TIME-003""]","[""P-TNS-003"",""P-EPI-001"",""P-ID-001"",""P-DET-002""]","[""SEQUENCE"",""ABSTRACT""]","[""SYN""]",ACTIVE,LEX-W-EPI-012,L286,"[""LEX-W-EPI-001"",""LEX-W-EPI-002"",""LEX-W-EPI-003"",""LEX-W-EPI-004"",""LEX-W-TIME-003"",""LEX-P-TNS-003"",""LEX-P-EPI-001"",""LEX-P-ID-001"",""LEX-P-DET-002""]","[""memory"",""stored"",""retrieved"",""information"",""about"",""prior"",""experience"",""differ""]"
W-EVT-001,"Action, state, and routine. Something happening now differs from a recurring routine or relatively stable state.",events/time,"[""W-CHR-001"",""W-OBJ-001""]","[""P-DET-002"",""P-PRON-001"",""P-SPAT-001"",""P-ID-001""]","[""SEQUENCE"",""COMPARISON""]","[""C027"",""C028"",""C029"",""C030""]",ACTIVE,LEX-W-EVT-001,L014,"[""LEX-W-CHR-001"",""LEX-W-OBJ-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-SPAT-001"",""LEX-P-ID-001""]","[""action"",""state"",""routine""]"
W-EVT-002,Procedure. A task can consist of ordered steps where sequence may affect the result.,events/engineering,"[""W-EVT-001""]","[""P-ASP-001"",""P-TNS-002"",""P-ID-001"",""P-DET-002""]","[""SEQUENCE""]","[""C031"",""C032"",""C172""]",ACTIVE,LEX-W-EVT-002,L020,"[""LEX-W-EVT-001"",""LEX-P-ASP-001"",""LEX-P-TNS-002"",""LEX-P-ID-001"",""LEX-P-DET-002""]","[""procedure""]"
W-GEO-001,"Routes and paths. Travel can have a start, path, intermediate places, and destination. In the canonical world, the Meadow Path connects Gran's garden gate to the Pond and continues to the School; the Pond is a short walk from the Oak.",geography,"[""W-TRN-001""]","[""P-SPAT-001"",""P-REL-001"",""P-ID-001"",""P-DET-002""]","[""DIAGRAM"",""SYMBOLIC""]","[""C013"",""C131"",""V2""]",ACTIVE,LEX-W-GEO-001,L039,"[""LEX-W-TRN-001"",""LEX-P-SPAT-001"",""LEX-P-REL-001"",""LEX-P-ID-001"",""LEX-P-DET-002""]","[""route"",""start"",""path"",""destination"",""Oak"",""Pond"",""Meadow Path"",""School""]"
W-GEO-002,"Landforms such as mountains, valleys, plains, and coasts are distinguishable geographic structures.",geography,"[""W-REP-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-DESC-001""]","[""DIAGRAM"",""SCENE""]","[""C100""]",ACTIVE,LEX-W-GEO-002,L129,"[""LEX-W-REP-002"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-DESC-001""]","[""landforms"",""mountains"",""valleys"",""plains"",""coasts"",""distinguishable"",""geographic"",""structures""]"
W-GEO-003,"Rivers, lakes, and oceans differ; flowing water can move from source through a path into a larger body.",geography,"[""W-GEO-001"",""W-GEO-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-DESC-001""]","[""DIAGRAM""]","[""C101""]",ACTIVE,LEX-W-GEO-003,L130,"[""LEX-W-GEO-001"",""LEX-W-GEO-002"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-DESC-001""]","[""rivers"",""lakes"",""oceans"",""differ"",""flowing"",""water"",""move"",""source""]"
W-GEO-004,Cardinal directions support relative geographic orientation.,geography,"[""W-REP-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-DESC-001""]","[""SYMBOLIC""]","[""C129""]",ACTIVE,LEX-W-GEO-004,L133,"[""LEX-W-REP-002"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-DESC-001""]","[""cardinal"",""directions"",""support"",""relative"",""geographic"",""orientation""]"
W-GEO-005,Addresses and geographic hierarchies locate entities at multiple scales.,geography,"[""W-GEO-004""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-DESC-001""]","[""SYMBOLIC"",""DIAGRAM""]","[""C130"",""C132"",""C133"",""C134""]",ACTIVE,LEX-W-GEO-005,L136,"[""LEX-W-GEO-004"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-DESC-001""]","[""addresses"",""geographic"",""hierarchies"",""locate"",""entities"",""multiple"",""scales""]"
W-HAZ-001,"A hazard is a condition/event with potential for harm; hazard, damage, and response are distinct.",safety,"[""W-EPI-004""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001""]","[""COMPARISON""]","[""C142""]",ACTIVE,LEX-W-HAZ-001,L260,"[""LEX-W-EPI-004"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""hazard"",""condition"",""event"",""potential"",""harm"",""damage"",""response""]"
W-HAZ-002,"Fire/heat and dangerous-material hazards have warning, avoidance, and response concepts.",safety,"[""W-HAZ-001"",""W-PHY-005""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001""]","[""SCENE"",""SYMBOLIC""]","[""C047"",""C048"",""C049"",""C142""]",ACTIVE,LEX-W-HAZ-002,L261,"[""LEX-W-HAZ-001"",""LEX-W-PHY-005"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""fire"",""heat"",""dangerous-material"",""hazards"",""have"",""warning"",""avoidance"",""response""]"
W-HAZ-003,"Severe weather, flooding, and geologic hazards require condition-specific responses rather than one generic script.",safety/Earth,"[""W-HAZ-001"",""W-EAR-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""SEQUENCE"",""DIAGRAM""]","[""C142""]",ACTIVE,LEX-W-HAZ-003,L263,"[""LEX-W-HAZ-001"",""LEX-W-EAR-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""severe"",""weather"",""flooding"",""geologic"",""hazards"",""require"",""condition-specific"",""responses""]"
W-HIS-001,Everyday practices and technologies can differ between past and present.,history,"[""W-TIME-003""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""COMPARISON""]","[""C161"",""C162""]",ACTIVE,LEX-W-HIS-001,L152,"[""LEX-W-TIME-003"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""everyday"",""practices"",""technologies"",""differ"",""between"",""past"",""present""]"
W-HIS-002,Change can accumulate across generations while some continuities remain.,history,"[""W-HIS-001"",""W-TIME-004""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""SEQUENCE""]","[""C163""]",ACTIVE,LEX-W-HIS-002,L154,"[""LEX-W-HIS-001"",""LEX-W-TIME-004"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""change"",""accumulate"",""across"",""generations"",""some"",""continuities"",""remain""]"
W-LIT-001,"Stories have characters, settings, events, and ordered sequences.",literature,"[""W-CHR-001"",""W-EVT-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001""]","[""SEQUENCE"",""SYMBOLIC""]","[""C181"",""C182""]",ACTIVE,LEX-W-LIT-001,L172,"[""LEX-W-CHR-001"",""LEX-W-EVT-002"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""stories"",""have"",""characters"",""settings"",""events"",""ordered"",""sequences""]"
W-LIT-002,Narrated dialogue and reported speech represent conversational events.,literature/language,"[""W-COM-001"",""W-LIT-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001""]","[""DIALOGUE"",""SYMBOLIC""]","[""C183""]",ACTIVE,LEX-W-LIT-002,L174,"[""LEX-W-COM-001"",""LEX-W-LIT-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""narrated"",""dialogue"",""reported"",""speech"",""represent"",""conversational"",""events""]"
W-LIT-003,"Fiction/nonfiction is a relation between text and intended representation/claims, not simply “interesting vs boring.”",literacy,"[""W-REP-001"",""W-EPI-003""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001""]","[""COMPARISON""]","[""C184""]",ACTIVE,LEX-W-LIT-003,L212,"[""LEX-W-REP-001"",""LEX-W-EPI-003"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""interesting vs boring.""]"
W-MAT-001,Objects can be composed of materials; material and finished object are distinct.,materials,"[""W-OBJ-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-DESC-001""]","[""SCENE"",""COMPARISON""]","[""C078""]",ACTIVE,LEX-W-MAT-001,L091,"[""LEX-W-OBJ-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-DESC-001""]","[""objects"",""composed"",""materials"",""material"",""finished"",""object""]"
W-MAT-002,"Materials differ in observable/measurable properties such as hardness, texture, and flexibility.",materials,"[""W-MAT-001"",""W-OBJ-003""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-DESC-001""]","[""COMPARISON""]","[""C079""]",ACTIVE,LEX-W-MAT-002,L094,"[""LEX-W-MAT-001"",""LEX-W-OBJ-003"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-DESC-001""]","[""materials"",""differ"",""observable"",""measurable"",""properties"",""hardness"",""texture"",""flexibility""]"
W-MAT-003,"Solid, liquid, and gas are distinguishable states of matter at an introductory level.",physical science,"[""W-MAT-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-DESC-001""]","[""COMPARISON"",""DIAGRAM""]","[""C080""]",ACTIVE,LEX-W-MAT-003,L095,"[""LEX-W-MAT-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-DESC-001""]","[""solid"",""liquid"",""gas"",""distinguishable"",""states"",""matter""]"
W-MAT-004,Heating/cooling can accompany changes of state or form; process and resulting state are distinct.,physical science,"[""W-MAT-003""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-DESC-001""]","[""SEQUENCE"",""DIAGRAM""]","[""C081"",""C082""]",ACTIVE,LEX-W-MAT-004,L097,"[""LEX-W-MAT-003"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-DESC-001""]","[""heating"",""cooling"",""accompany"",""changes"",""state"",""form"",""process"",""resulting""]"
W-MATH-001,"Quantity and zero. Finite collections can have quantities, including no members. Exact initial numerical ceiling is UNSPECIFIED.",mathematics,"[""W-OBJ-001""]","[""P-NUM-001"",""P-EXIST-001"",""P-ID-001"",""P-DET-002""]","[""SYMBOLIC"",""COMPARISON""]","[""C053"",""C054""]",ACTIVE,LEX-W-MATH-001,L043,"[""LEX-W-OBJ-001"",""LEX-P-NUM-001"",""LEX-P-EXIST-001"",""LEX-P-ID-001"",""LEX-P-DET-002""]","[""quantity"",""zero""]"
W-MATH-002,"Compare quantities. Two collections can contain more, fewer, or equal numbers of members.",mathematics,"[""W-MATH-001""]","[""P-QNT-001"",""P-ID-001"",""P-DET-002"",""P-PRON-001""]","[""COMPARISON"",""SYMBOLIC""]","[""C055""]",ACTIVE,LEX-W-MATH-002,L045,"[""LEX-W-MATH-001"",""LEX-P-QNT-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""compare"",""quantities""]"
W-MATH-003,Addition: combining collections changes total quantity.,math,"[""W-MATH-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-DESC-001""]","[""SYMBOLIC"",""SCENE""]","[""C056""]",ACTIVE,LEX-W-MATH-003,L061,"[""LEX-W-MATH-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-DESC-001""]","[""addition"",""combining"",""collections"",""changes"",""total"",""quantity""]"
W-MATH-004,Subtraction: removing members changes the remaining quantity.,math,"[""W-MATH-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-DESC-001""]","[""SYMBOLIC"",""SEQUENCE""]","[""C057""]",ACTIVE,LEX-W-MATH-004,L062,"[""LEX-W-MATH-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-DESC-001""]","[""subtraction"",""removing"",""members"",""changes"",""remaining"",""quantity""]"
W-MATH-005,Distribution and equal shares: objects can be allocated across recipients.,math/social,"[""W-MATH-001"",""W-MATH-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""SCENE"",""SYMBOLIC""]","[""C058""]",ACTIVE,LEX-W-MATH-005,L065,"[""LEX-W-MATH-001"",""LEX-W-MATH-002"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""distribution"",""equal"",""shares"",""objects"",""allocated"",""across"",""recipients""]"
W-MATH-006,Ordinal position: quantity and position-in-order are different.,math,"[""W-EVT-002"",""W-MATH-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-DESC-001""]","[""SEQUENCE"",""SYMBOLIC""]","[""C059""]",ACTIVE,LEX-W-MATH-006,L067,"[""LEX-W-EVT-002"",""LEX-W-MATH-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-DESC-001""]","[""ordinal"",""position"",""quantity"",""position-in-order""]"
W-MATH-007,Two-dimensional shapes and attributes.,geometry,"[""W-OBJ-003""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-DESC-001""]","[""COMPARISON"",""SYMBOLIC""]","[""C060""]",ACTIVE,LEX-W-MATH-007,L069,"[""LEX-W-OBJ-003"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-DESC-001""]","[""two-dimensional"",""shapes"",""attributes""]"
