lesson_id,topic,primary_frontier,world_objectives,foreground_point,staged_gates,frontier_lexemes,frontier_lexeme_bundle_ids,required_lexeme_bundle_ids,required_points,required_response_forms,introduced_response_forms,required_discourse_operations,introduced_discourse_operations,surface_language_contract,rehearsal_transfer_targets,prerequisite_lesson_ids,characters,locations,canonical_chronology_event,canonical_first_meeting_pairs,exercise_scope,grounding_modes,picture_book_status,evaluation_targets,source_provenance,estimated_minutes,learning_objectives,point_definition
L079,Promise/commitment,WORLD_FRONTIER,"[{""world_id"":""W-SOC-005"",""status"":""NEW""}]","{""point_ids"":[""P-TNS-002""],""status"":""EST""}",[],"[""promise"",""commitment""]","[""LEX-W-SOC-005""]","[""LEX-W-SOC-003"",""LEX-P-TNS-002"",""LEX-P-TIME-001"",""LEX-P-ID-001"",""LEX-P-DET-002""]","[""P-TNS-002"",""P-TIME-001"",""P-ID-001"",""P-DET-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-SEQUENCE"",""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-SOC-005"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-MEAS-001"",""W-EAR-001"",""W-TIME-002"",""P-TIME-001""]","[""L049"",""L016"",""L078"",""L000"",""L004""]","[""CHAR-EMMA"",""CHAR-TARO"",""CHAR-ERROL""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""DIALOGUE"",""SEQUENCE""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""SYN""]",30,"[""Promise/commitment. A promise connects a speaker now with an intended later action.""]","simple present for habits/general routines, including third-person `-s`."
L080,Yesterday/today/tomorrow are deictic time frames; past and future are taught separately rather than as C071's three-way bundle,WORLD_FRONTIER,"[{""world_id"":""W-TIME-003"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""yesterday"",""today"",""tomorrow"",""deictic"",""time"",""past"",""future"",""taught""]","[""LEX-W-TIME-003""]","[""LEX-W-TIME-001"",""LEX-W-TIME-002"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-TIME-003"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-EAR-001"",""W-TIME-002"",""P-TIME-001"",""W-SOC-005""]","[""L054"",""L077"",""L000"",""L004"",""L006"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SEQUENCE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C071""]",30,"[""Yesterday/today/tomorrow are deictic time frames; past and future are taught separately rather than as C071's three-way bundle.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L081,will for a later commitment/prediction at introductory level,POINT_FRONTIER,"[{""world_id"":""W-SOC-005"",""status"":""EST""}]","{""point_ids"":[""P-TNS-001""],""status"":""NEW""}",[],"[""will""]","[""LEX-P-TNS-001""]","[""LEX-W-SOC-005"",""LEX-P-ID-001""]","[""P-ID-001""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-TNS-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-TIME-002"",""P-TIME-001"",""W-SOC-005"",""W-TIME-003""]","[""L079"",""L000""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C071"",""SYN""]",30,"[""`will` for a later commitment/prediction at introductory level.""]",`will` for a later commitment/prediction at introductory level.
L082,"simple past, introduced separately from future; later narrative past",POINT_FRONTIER,"[{""world_id"":""W-TIME-003"",""status"":""EST""}]","{""point_ids"":[""P-TNS-003""],""status"":""NEW""}",[],"[""past"",""introduced"",""separately"",""future"",""narrative""]","[""LEX-P-TNS-003""]","[""LEX-W-TIME-003"",""LEX-P-TNS-002"",""LEX-P-TIME-001""]","[""P-TNS-002"",""P-TIME-001""]",[],[],"[""DO-SEQUENCE""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-TNS-003"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-TIME-001"",""W-SOC-005"",""W-TIME-003"",""P-TNS-001""]","[""L080"",""L016"",""L078""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C071"",""C182""]",30,"[""simple past, introduced separately from future; later narrative past.""]","simple past, introduced separately from future; later narrative past."
L083,Age and generations relate individuals to elapsed time without defining identity,WORLD_FRONTIER,"[{""world_id"":""W-TIME-004"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""age"",""generations"",""relate"",""individuals"",""elapsed"",""time"",""without"",""defining""]","[""LEX-W-TIME-004""]","[""LEX-W-TIME-003"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-TIME-004"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-SOC-005"",""W-TIME-003"",""P-TNS-001"",""P-TNS-003""]","[""L080"",""L000"",""L004"",""L006"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""COMPARISON""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C073""]",30,"[""Age and generations relate individuals to elapsed time without defining identity.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L084,age and generational comparison,POINT_FRONTIER,"[{""world_id"":""W-TIME-004"",""status"":""EST""}]","{""point_ids"":[""P-AGE-001""],""status"":""NEW""}",[],"[""age"",""generational"",""comparison""]","[""LEX-P-AGE-001""]","[""LEX-W-TIME-004"",""LEX-P-CMP-002"",""LEX-P-TIME-001""]","[""P-CMP-002"",""P-TIME-001""]",[],[],"[""DO-COMPARE"",""DO-SEQUENCE""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-AGE-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-TIME-003"",""P-TNS-001"",""P-TNS-003"",""W-TIME-004""]","[""L083"",""L073"",""L078""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C073""]",30,"[""age and generational comparison.""]",age and generational comparison.
L085,Price and money quantify exchange value in a transaction,WORLD_FRONTIER,"[{""world_id"":""W-ECO-001"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""price"",""money"",""quantify"",""exchange"",""value"",""transaction""]","[""LEX-W-ECO-001""]","[""LEX-W-MATH-001"",""LEX-W-OBJ-002"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-ECO-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-TNS-001"",""P-TNS-003"",""W-TIME-004"",""P-AGE-001""]","[""L043"",""L024"",""L000"",""L004"",""L006"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C074""]",30,"[""Price and money quantify exchange value in a transaction.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L086,"time, measurement, and material transfer",TRANSFER,"[{""world_id"":""W-EAR-001"",""status"":""XFER""},{""world_id"":""W-TIME-002"",""status"":""XFER""},{""world_id"":""W-SOC-005"",""status"":""XFER""},{""world_id"":""W-TIME-003"",""status"":""XFER""},{""world_id"":""W-TIME-004"",""status"":""XFER""},{""world_id"":""W-ECO-001"",""status"":""XFER""}]","{""point_ids"":[""P-TIME-001"",""P-TNS-001"",""P-TNS-003"",""P-AGE-001""],""status"":""XFER""}",[],[],[],"[""LEX-W-EAR-001"",""LEX-W-TIME-002"",""LEX-P-TIME-001"",""LEX-W-SOC-005"",""LEX-W-TIME-003"",""LEX-P-TNS-001"",""LEX-P-TNS-003"",""LEX-W-TIME-004"",""LEX-P-AGE-001"",""LEX-W-ECO-001""]","[""P-TIME-001"",""P-TNS-001"",""P-TNS-003"",""P-AGE-001""]",[],[],"[""DO-SEQUENCE""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""NONE"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-EAR-001"",""W-TIME-002"",""P-TIME-001"",""W-SOC-005"",""W-TIME-003"",""P-TNS-001"",""P-TNS-003"",""W-TIME-004"",""P-AGE-001"",""W-ECO-001""]","[""L076"",""L077"",""L078"",""L079"",""L080"",""L081"",""L082"",""L083"",""L084"",""L085""]","[""CHAR-EMMA"",""CHAR-TARO"",""CHAR-ERROL""]","[""LOC-MEADOW-PATH"",""LOC-POND"",""LOC-OAK"",""LOC-SCHOOL""]",,[],Noncanonical transfer and retrieval task; no new persistent event.,"[""COMPARISON"",""DIALOGUE"",""DIAGRAM""]",DS,"[""Far transfer"",""Delayed retrieval"",""Multi-item composition"",""No frontier leakage""]","[""C068"",""C096"",""C070"",""C072"",""C069"",""C098"",""SYN"",""C071"",""C182"",""C073"",""C074""]",30,"[""Recombine already acquired WORLD and POINT material in a new context.""]",No new POINT; established operators are retrieved and composed.
L087,Sufficiency: available quantity/resources may or may not meet a requirement,WORLD_FRONTIER,"[{""world_id"":""W-ECO-002"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""sufficiency"",""available"",""quantity"",""resources"",""meet"",""requirement""]","[""LEX-W-ECO-002""]","[""LEX-W-MATH-002"",""LEX-W-PSY-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-ECO-002"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-TNS-003"",""W-TIME-004"",""P-AGE-001"",""W-ECO-001""]","[""L045"",""L056"",""L000"",""L004"",""L006"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""COMPARISON""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C075"",""C158"",""C159""]",30,"[""Sufficiency: available quantity/resources may or may not meet a requirement.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L088,Whole and fractional parts such as half and quarter,WORLD_FRONTIER,"[{""world_id"":""W-MATH-011"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""whole"",""fractional"",""parts"",""half"",""quarter""]","[""LEX-W-MATH-011""]","[""LEX-W-MATH-001"",""LEX-W-OBJ-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-DESC-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-DESC-001""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-MATH-011"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-TIME-004"",""P-AGE-001"",""W-ECO-001"",""W-ECO-002""]","[""L043"",""L003"",""L000"",""L004"",""L006"",""L013""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""DIAGRAM"",""SYMBOLIC""]",DS,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C076""]",30,"[""Whole and fractional parts such as half and quarter.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L089,Repeating patterns have identifiable units and continuation rules,WORLD_FRONTIER,"[{""world_id"":""W-MATH-012"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""repeating"",""patterns"",""have"",""identifiable"",""units"",""continuation"",""rules""]","[""LEX-W-MATH-012""]","[""LEX-W-EVT-002"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-DESC-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-DESC-001""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-MATH-012"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-AGE-001"",""W-ECO-001"",""W-ECO-002"",""W-MATH-011""]","[""L020"",""L000"",""L004"",""L006"",""L013""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SYMBOLIC"",""COMPARISON""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C077""]",30,"[""Repeating patterns have identifiable units and continuation rules.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L090,repetition every/every other/again,POINT_FRONTIER,"[{""world_id"":""W-MATH-012"",""status"":""EST""}]","{""point_ids"":[""P-PAT-001""],""status"":""NEW""}",[],"[""every/every other/again""]","[""LEX-P-PAT-001""]","[""LEX-W-MATH-012"",""LEX-P-SEQ-001""]","[""P-SEQ-001""]","[""RF-SEQUENCE""]",[],"[""DO-SEQUENCE""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-PAT-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-ECO-001"",""W-ECO-002"",""W-MATH-011"",""W-MATH-012""]","[""L089"",""L023""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C077""]",30,"[""repetition `every/every other/again`.""]",repetition `every/every other/again`.
L091,Objects can be composed of materials; material and finished object are distinct,WORLD_FRONTIER,"[{""world_id"":""W-MAT-001"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""objects"",""composed"",""materials"",""material"",""finished"",""object""]","[""LEX-W-MAT-001""]","[""LEX-W-OBJ-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-DESC-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-DESC-001""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-MAT-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-ECO-002"",""W-MATH-011"",""W-MATH-012"",""P-PAT-001""]","[""L003"",""L000"",""L004"",""L006"",""L013""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""COMPARISON""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C078""]",30,"[""Objects can be composed of materials; material and finished object are distinct.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L092,count/noncount distinction,POINT_FRONTIER,"[{""world_id"":""W-MAT-001"",""status"":""EST""}]","{""point_ids"":[""P-NOUN-001""],""status"":""NEW""}",[],"[""count"",""noncount"",""distinction""]","[""LEX-P-NOUN-001""]","[""LEX-W-MAT-001"",""LEX-P-NUM-001""]","[""P-NUM-001""]",[],[],[],[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-NOUN-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-MATH-011"",""W-MATH-012"",""P-PAT-001"",""W-MAT-001""]","[""L091"",""L005""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C035""]",30,"[""count/noncount distinction.""]",count/noncount distinction.
L093,some/any; many/much/a lot of; partitives,POINT_FRONTIER,"[{""world_id"":""W-MAT-001"",""status"":""EST""}]","{""point_ids"":[""P-QNT-002""],""status"":""NEW""}",[],"[""some/any"",""many/much/a lot of""]","[""LEX-P-QNT-002""]","[""LEX-W-MAT-001"",""LEX-P-NOUN-001""]","[""P-NOUN-001""]",[],[],[],[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-QNT-002"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-MATH-012"",""P-PAT-001"",""W-MAT-001"",""P-NOUN-001""]","[""L091"",""L092""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C036"",""C037"",""C038""]",30,"[""`some/any`; `many/much/a lot of`; partitives.""]",`some/any`; `many/much/a lot of`; partitives.
L094,"Materials differ in observable/measurable properties such as hardness, texture, and flexibility",WORLD_FRONTIER,"[{""world_id"":""W-MAT-002"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""materials"",""differ"",""observable"",""measurable"",""properties"",""hardness"",""texture"",""flexibility""]","[""LEX-W-MAT-002""]","[""LEX-W-MAT-001"",""LEX-W-OBJ-003"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-DESC-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-DESC-001""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-MAT-002"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-PAT-001"",""W-MAT-001"",""P-NOUN-001"",""P-QNT-002""]","[""L091"",""L012"",""L000"",""L004"",""L006"",""L013""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""COMPARISON""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C079""]",30,"[""Materials differ in observable/measurable properties such as hardness, texture, and flexibility.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L095,"Solid, liquid, and gas are distinguishable states of matter at an introductory level",WORLD_FRONTIER,"[{""world_id"":""W-MAT-003"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""solid"",""liquid"",""gas"",""distinguishable"",""states"",""matter""]","[""LEX-W-MAT-003""]","[""LEX-W-MAT-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-DESC-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-DESC-001""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-MAT-003"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-MAT-001"",""P-NOUN-001"",""P-QNT-002"",""W-MAT-002""]","[""L091"",""L000"",""L004"",""L006"",""L013""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""COMPARISON"",""DIAGRAM""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C080""]",30,"[""Solid, liquid, and gas are distinguishable states of matter at an introductory level.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L096,"category frames can be, is a kind of, belongs to, one of",POINT_FRONTIER,"[{""world_id"":""W-MAT-003"",""status"":""EST""}]","{""point_ids"":[""P-CLASS-001""],""status"":""NEW""}",[],"[""can be"",""is a kind of"",""belongs to"",""one of""]","[""LEX-P-CLASS-001""]","[""LEX-W-MAT-003"",""LEX-P-ID-001""]","[""P-ID-001""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]","[""DO-CLASSIFY""]","{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-CLASS-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-NOUN-001"",""P-QNT-002"",""W-MAT-002"",""W-MAT-003""]","[""L095"",""L000""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C080"",""C132"",""C144"",""C198""]",30,"[""category frames `can be`, `is a kind of`, `belongs to`, `one of`.""]","category frames `can be`, `is a kind of`, `belongs to`, `one of`."
L097,Heating/cooling can accompany changes of state or form; process and resulting state are distinct,WORLD_FRONTIER,"[{""world_id"":""W-MAT-004"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""heating"",""cooling"",""accompany"",""changes"",""state"",""form"",""process"",""resulting""]","[""LEX-W-MAT-004""]","[""LEX-W-MAT-003"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-DESC-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-DESC-001""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-MAT-004"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-QNT-002"",""W-MAT-002"",""W-MAT-003"",""P-CLASS-001""]","[""L095"",""L000"",""L004"",""L006"",""L013""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SEQUENCE"",""DIAGRAM""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C081"",""C082""]",30,"[""Heating/cooling can accompany changes of state or form; process and resulting state are distinct.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L098,become/turn into/begin as; changes over time,POINT_FRONTIER,"[{""world_id"":""W-MAT-004"",""status"":""EST""}]","{""point_ids"":[""P-CHANGE-001""],""status"":""NEW""}",[],"[""become/turn into/begin as"",""changes over time""]","[""LEX-P-CHANGE-001""]","[""LEX-W-MAT-004"",""LEX-P-TNS-002""]","[""P-TNS-002""]",[],[],[],[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-CHANGE-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-MAT-002"",""W-MAT-003"",""P-CLASS-001"",""W-MAT-004""]","[""L097"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C081"",""C116"",""C138""]",30,"[""`become/turn into/begin as`; `changes over time`.""]",`become/turn into/begin as`; `changes over time`.
